Humidity,Temperature,Vibration,GLOF_Detected
37.50436944,-13.03745771,No,No
49.6289012,-10.42167653,Yes,No
82.51237676,22.78362347,Yes,Yes
26.86047874,-3.747741254,Yes,No
66.45700765,-8.260761528,No,No
31.379215,-13.25061369,Yes,No
80.06782592,28.79200535,Yes,Yes
37.8377193,-18.92113835,Yes,No
81.53607548,29.45613869,Yes,Yes
99.61800326,28.2143354,Yes,Yes
86.4670367,28.90310084,Yes,Yes
94.97735596,16.66993734,Yes,Yes
18.02243426,4.395455488,No,No
95.25272754,28.9658687,Yes,Yes
58.43269398,-11.71478335,Yes,No
7.350576359,9.770306906,No,No
89.63940648,16.90865763,Yes,Yes
4.273404525,-5.773804872,Yes,No
50.97729126,-2.076899816,Yes,No
26.8358437,-13.31130321,No,No
61.41519529,6.240401137,Yes,No
97.29310582,24.13316877,Yes,Yes
74.82212231,14.3484167,Yes,No
61.60412722,-18.83017496,Yes,No
13.42737281,3.663256196,Yes,No
85.32539443,23.78559825,Yes,Yes
60.17970229,0.502239483,No,No
4.984749433,-5.196975969,No,No
72.49666657,5.181098868,No,No
77.74631215,16.80002719,Yes,Yes
68.49222647,4.692382818,No,No
22.83678183,3.380680838,Yes,No
24.76169627,1.17749387,No,No
64.09105449,0.034270409,Yes,No
45.18370815,14.30019121,Yes,No
44.37877267,-17.36999664,No,No
57.67958499,-18.68059134,Yes,No
76.43758198,16.46173315,Yes,Yes
43.84073349,3.999946909,No,No
22.49231947,-4.943843204,Yes,No
68.11713665,2.005690527,Yes,No
76.88011425,18.83197169,Yes,Yes
78.25556656,26.4407109,Yes,Yes
87.31782853,22.45384405,Yes,Yes
88.27221757,26.01874302,Yes,Yes
11.7609529,-17.70308691,Yes,No
81.02438376,23.1564073,Yes,Yes
20.14216256,-13.88252542,Yes,No
89.43136795,18.09955041,Yes,Yes
62.1139402,-14.26279083,No,No
40.56787529,-8.56413883,Yes,No
56.03087003,-19.64835566,Yes,No
27.00449264,-15.91185623,Yes,No
87.86608731,15.8786424,Yes,Yes
15.51134199,-11.5750595,No,No
79.6253894,18.50728402,Yes,Yes
97.86225243,27.87197093,Yes,Yes
60.01031871,-18.06336645,No,No
35.14177459,5.221570173,No,No
95.42838579,21.92413681,Yes,Yes
5.204556443,9.592878379,No,No
92.75588114,28.73484202,Yes,Yes
92.70449483,15.36153021,Yes,Yes
92.85915929,27.83995,Yes,Yes
94.5356414,27.44091386,Yes,Yes
76.69078423,20.28432703,Yes,Yes
37.73493544,-8.951603159,No,No
80.24825162,21.39597158,Yes,Yes
84.9824991,22.89852458,Yes,Yes
52.42116214,-11.77390454,Yes,No
91.59118958,24.40748718,Yes,Yes
20.80985098,-17.13215463,No,No
97.51205964,27.99709947,Yes,Yes
85.41868258,21.89792398,Yes,Yes
66.06713704,4.600325542,No,No
51.92657296,0.737271771,No,No
26.5104894,-11.12771864,No,No
68.29542879,9.117953959,Yes,No
67.30243993,-16.52988607,Yes,No
49.74830321,14.54850301,No,No
35.56912657,4.614702971,Yes,No
20.63241612,-14.73912821,Yes,No
59.8135534,-5.824961549,No,No
9.027268216,-10.10664238,Yes,No
32.52707485,-6.130295813,Yes,No
17.4999617,-3.112742882,Yes,No
87.72743657,22.86974862,Yes,Yes
76.70193479,16.02682807,Yes,Yes
56.42984117,-15.00250272,Yes,No
82.54297602,23.2093841,Yes,Yes
93.67466165,24.12611082,Yes,Yes
35.76291583,12.54726171,Yes,No
62.86162312,-5.453027629,No,No
48.20963029,10.62530449,No,No
87.81079103,25.44284355,Yes,Yes
17.35354773,-13.17700309,Yes,No
41.9808496,-16.99313641,Yes,No
90.95119801,20.10059577,Yes,Yes
84.98896285,17.95882314,Yes,Yes
19.41782061,-16.4783008,Yes,No
32.96722063,12.67876171,No,No
14.9320065,1.508935638,No,No
82.92864968,21.10281191,Yes,Yes
25.69433121,11.63835728,Yes,No
99.70403219,15.15691685,Yes,Yes
99.19971566,18.0423103,Yes,Yes
99.16284871,20.6714236,Yes,Yes
53.70374799,-6.830923473,No,No
48.76403748,12.26043343,Yes,No
63.56607248,13.97338097,No,No
43.7329318,2.829240208,No,No
94.35719828,24.2380461,Yes,Yes
47.30778151,8.720175377,No,No
78.08608691,16.49847354,Yes,Yes
50.04092529,-16.94041172,No,No
36.54490156,-16.29712179,No,No
96.15667127,27.38867424,Yes,Yes
18.29964768,-18.67629522,No,No
80.1847943,19.79956275,Yes,Yes
92.84720505,19.53347192,Yes,Yes
77.82714063,26.79932419,Yes,Yes
68.16198733,3.168944381,Yes,No
16.40354167,-13.18058279,No,No
50.34531189,5.250720499,Yes,No
0.083407065,9.456541092,No,No
21.14387667,-18.02663512,Yes,No
86.21047453,19.28217991,Yes,Yes
74.82541974,-8.977337039,No,No
83.03705852,20.27541556,Yes,Yes
42.29196908,-2.150522224,Yes,No
93.91579372,26.5614249,Yes,Yes
63.70848047,-5.146979088,Yes,No
40.3517029,-12.96810311,Yes,No
6.610082323,-12.41150034,No,No
34.35214624,12.13997624,No,No
89.99299746,29.34510244,Yes,Yes
32.22550225,-18.61548727,No,No
90.97957379,21.77995393,Yes,Yes
0.900227045,-8.304994217,Yes,No
95.08641548,15.12332007,Yes,Yes
30.42339446,6.19313373,Yes,No
47.35319832,5.840342867,Yes,No
29.48603471,8.388659821,No,No
14.29573748,-18.86352299,No,No
78.0040172,16.31770765,Yes,Yes
95.89320078,27.99290681,Yes,Yes
96.27700746,18.96352171,Yes,Yes
2.66926731,7.113552801,Yes,No
68.08788854,-16.2539803,Yes,No
52.25167409,-10.37865196,No,No
78.42694423,29.58287941,Yes,Yes
80.20891069,27.14270463,Yes,Yes
76.43732382,27.49228595,Yes,Yes
52.20598962,-16.69052793,Yes,No
25.08008842,-2.563374529,Yes,No
88.17363541,21.54822651,Yes,Yes
88.78214638,27.05852663,Yes,Yes
11.90525725,-13.71220737,Yes,No
78.87429116,27.8498718,Yes,Yes
92.23632126,16.24699406,Yes,Yes
79.66861934,24.50648254,Yes,Yes
84.18994786,21.56691249,Yes,Yes
98.84348285,24.66184252,Yes,Yes
18.40142356,-13.46934661,Yes,No
30.8477979,14.59296984,Yes,No
95.62802119,26.0743749,Yes,Yes
79.85823751,17.10069528,Yes,Yes
76.43464441,28.36244582,Yes,Yes
52.56063135,9.399937814,Yes,No
86.27641956,16.91037051,Yes,Yes
28.97157789,-1.941894252,No,No
84.61193162,16.80586581,Yes,Yes
79.90280654,19.81974899,Yes,Yes
64.9576159,-10.58984593,No,No
92.99613013,29.92280748,Yes,Yes
39.37870052,-16.51763208,Yes,No
50.00142389,2.566485431,No,No
17.21986206,-5.254469143,No,No
99.91928409,23.44035969,Yes,Yes
99.62565234,19.48982901,Yes,Yes
81.49115597,24.33186053,Yes,Yes
50.08204437,-11.84433625,Yes,No
90.33791445,16.08354668,Yes,Yes
14.50765072,-6.13809329,Yes,No
50.16573983,10.88732868,No,No
40.84731533,-13.57471304,No,No
24.61346121,-7.164733199,No,No
57.00041587,-0.868477112,Yes,No
55.19403048,9.105087407,Yes,No
92.12081643,19.78381669,Yes,Yes
47.72807112,5.81010045,Yes,No
24.89786286,13.81075107,Yes,No
41.63503401,13.16682805,Yes,No
78.33223585,25.95451109,Yes,Yes
80.69867166,18.06912801,Yes,Yes
6.628871024,8.805125106,Yes,No
47.69552451,-19.73879009,No,No
80.80360586,28.15065794,Yes,Yes
88.99922115,29.36597548,Yes,Yes
91.06960935,15.36829768,Yes,Yes
41.7348478,-15.15608449,No,No
81.51891054,24.97026677,Yes,Yes
96.38136185,20.79090063,Yes,Yes
12.58609467,13.07928571,No,No
97.62779225,22.51740637,Yes,Yes
54.62781408,5.323710067,No,No
36.96146884,-11.08676819,Yes,No
69.34813433,-2.296677209,No,No
37.83419563,-11.60178837,Yes,No
89.68146808,27.64577844,Yes,Yes
10.03336087,-17.64657781,Yes,No
82.76882974,25.94629567,Yes,Yes
99.92498204,17.99989517,Yes,Yes
39.89038249,10.84403237,Yes,No
11.68299454,-0.964272759,No,No
24.46653802,11.56706377,No,No
5.502305059,-12.9510314,No,No
38.97087569,11.81519561,No,No
1.434672483,6.601221563,Yes,No
89.00562274,15.90954732,Yes,Yes
79.85939323,16.56609518,Yes,Yes
22.49470481,10.136169,Yes,No
39.35517282,7.155277282,Yes,No
22.68146335,3.808774092,Yes,No
90.16707862,16.03061814,Yes,Yes
60.33709818,-16.74439068,Yes,No
53.41027844,0.49790174,Yes,No
51.87417389,9.488707792,No,No
21.5959007,-6.96925155,No,No
92.02138572,21.95933824,Yes,Yes
60.28536679,-14.86870949,No,No
38.63752713,3.07981364,No,No
94.47984527,24.27818321,Yes,Yes
20.90207369,-12.18606096,Yes,No
95.74089383,28.6015345,Yes,Yes
50.6592034,-1.36739178,No,No
96.7882275,27.02531197,Yes,Yes
45.95968767,-8.1883034,Yes,No
28.75478558,-2.834281614,No,No
47.04967013,-16.45920331,Yes,No
30.18046945,1.878204344,Yes,No
69.68585379,6.583205205,Yes,No
74.6800839,-17.69595548,No,No
8.866396672,-8.306337177,Yes,No
13.98148536,-13.10128864,Yes,No
85.28164831,21.62028655,Yes,Yes
30.83582524,-9.648650788,Yes,No
10.89950193,14.62479808,No,No
79.68043367,20.68083802,Yes,Yes
99.39503589,25.66888034,Yes,Yes
99.2672904,24.54815007,Yes,Yes
6.372471742,1.140174921,No,No
36.46302406,-10.21141502,No,No
83.3903186,21.53708202,Yes,Yes
88.54558791,15.48459741,Yes,Yes
97.82368965,24.39142675,Yes,Yes
58.78036883,-17.54759565,Yes,No
81.70105914,21.80878827,Yes,Yes
99.61546355,21.48766011,Yes,Yes
94.92633307,17.21784314,Yes,Yes
43.74804361,11.13905944,No,No
59.69447904,-0.881333995,No,No
47.35940944,-5.723701713,No,No
7.905103305,-18.79957345,No,No
94.84422307,25.38107287,Yes,Yes
68.62955494,-3.015664018,Yes,No
12.02740546,-17.30607859,No,No
96.77217102,16.15689002,Yes,Yes
15.87269239,-16.72542076,Yes,No
30.92097959,-10.6316047,Yes,No
86.37603523,24.55201896,Yes,Yes
89.02538664,27.87767883,Yes,Yes
35.20551315,4.248041952,No,No
3.874301784,-4.897215805,No,No
12.82023018,-3.875074003,Yes,No
97.61684474,25.96181782,Yes,Yes
8.816347511,9.359376787,No,No
63.29095584,-10.26497258,Yes,No
16.82389191,-19.02556321,Yes,No
30.83981167,-2.941881723,Yes,No
78.49860597,17.31705994,Yes,Yes
91.09462832,21.92698461,Yes,Yes
21.04506099,-14.52147753,Yes,No
92.32547782,23.79821443,Yes,Yes
31.06058012,-9.349234286,Yes,No
80.09257897,20.27881571,Yes,Yes
24.50960294,-12.64587784,No,No
7.033239469,2.372064029,No,No
32.58982225,1.867838955,No,No
76.94349136,26.33403236,Yes,Yes
88.33574774,25.32627523,Yes,Yes
86.41243958,25.64444593,Yes,Yes
44.46301354,-2.994003783,No,No
39.93780498,5.958944515,Yes,No
56.38688595,-1.180775499,Yes,No
1.026181107,-6.98571254,Yes,No
76.58561876,22.55597707,Yes,Yes
11.38071847,11.54121681,No,No
81.60658603,20.98745052,Yes,Yes
9.756050237,14.5161879,No,No
57.65603485,-5.268621493,No,No
1.218258241,-11.23744447,No,No
84.5361452,19.49982836,Yes,Yes
77.35301192,28.2407236,Yes,Yes
92.58250571,25.35320712,Yes,Yes
78.18894647,29.05865468,Yes,Yes
71.78511244,-13.38228212,No,No
71.52244559,11.69537482,No,No
13.13423551,-16.8684407,Yes,No
85.51702678,17.70573341,Yes,Yes
5.978630489,-7.715853163,No,No
82.87699005,25.92427956,Yes,Yes
26.60464175,-15.27575299,Yes,No
43.28378118,-18.30375186,No,No
26.89661865,3.301783409,Yes,No
92.61846763,19.68615789,Yes,Yes
65.09996939,11.54407227,Yes,No
19.91223056,10.60393111,Yes,No
77.76392194,27.02005188,Yes,Yes
64.98173877,-19.3209564,No,No
49.05995528,-4.05516263,Yes,No
50.3368105,12.33059886,Yes,No
5.327616678,-10.0108576,No,No
18.74796682,-19.67920574,No,No
78.41867203,15.46045728,Yes,Yes
45.73595712,-16.28544932,Yes,No
69.51806716,-11.70253631,No,No
1.570058837,2.378118019,Yes,No
52.99530967,-4.365894739,No,No
33.67790759,-11.64041939,Yes,No
82.0427751,26.03085427,Yes,Yes
56.17223631,6.61626122,Yes,No
90.88318235,29.47070214,Yes,Yes
97.29007418,16.16172524,Yes,Yes
2.92344905,14.97726052,No,No
50.97248868,-19.1313976,No,No
39.65304899,12.91389619,Yes,No
92.54864202,24.09419429,Yes,Yes
84.38102979,16.36340104,Yes,Yes
76.60927254,23.04746077,Yes,Yes
43.33552877,-1.466323474,Yes,No
30.83350627,5.465276275,Yes,No
76.31426696,23.35030113,Yes,Yes
99.52078181,18.26840121,Yes,Yes
19.31094124,12.61694564,No,No
97.42412107,16.72803673,Yes,Yes
97.4849641,15.81732826,Yes,Yes
43.7035837,12.20133574,Yes,No
91.20471306,16.56143045,Yes,Yes
8.369474997,-3.876452292,Yes,No
56.30772369,-4.344403531,Yes,No
59.71810879,6.674536716,No,No
66.24552011,-4.535120217,No,No
76.5392634,19.2535221,Yes,Yes
56.75476253,8.561986499,No,No
92.11775669,20.43119415,Yes,Yes
32.13434279,-8.809770273,Yes,No
83.22312561,29.27630417,Yes,Yes
49.62504447,-14.77164273,No,No
50.090093,9.838992571,No,No
95.18584957,27.09311097,Yes,Yes
2.433258454,4.217457714,No,No
61.98484571,1.751254793,Yes,No
88.80646112,15.23490701,Yes,Yes
12.72963214,0.595093416,No,No
93.94262512,16.29468221,Yes,Yes
81.81929209,17.86141967,Yes,Yes
28.27396255,4.545266973,Yes,No
6.526291373,6.371646191,Yes,No
17.04457902,-16.92988254,No,No
80.47451829,19.74677148,Yes,Yes
76.13820785,23.85502948,Yes,Yes
89.1210467,26.75221851,Yes,Yes
89.88820981,25.48841979,Yes,Yes
87.69834876,17.10308343,Yes,Yes
24.46276906,-16.03145166,Yes,No
90.88174614,28.54655428,Yes,Yes
27.93816987,8.0795794,No,No
22.9824617,-7.513032838,No,No
85.76579106,29.478729,Yes,Yes
37.64590538,-4.659548719,Yes,No
72.6049359,6.418961043,No,No
96.9228056,27.27001405,Yes,Yes
94.71628948,15.75410915,Yes,Yes
36.34034963,-19.75178655,Yes,No
95.07542917,17.52422618,Yes,Yes
59.62586527,-8.197928769,No,No
47.52836998,-19.68156366,No,No
47.65607676,-4.875931712,Yes,No
5.336675916,-3.133494151,Yes,No
25.3563307,-11.13795928,No,No
83.11139489,24.7080058,Yes,Yes
38.28450985,-1.016470393,No,No
50.81593539,12.60405425,Yes,No
21.70796412,-19.26370841,No,No
53.82571183,11.64122453,No,No
16.32505497,3.688701527,Yes,No
57.34882128,8.587767935,No,No
39.9218907,-11.47950841,No,No
96.81506082,24.57572514,Yes,Yes
10.44405531,2.88979775,Yes,No
63.06815328,7.323872614,Yes,No
3.691568591,2.473858226,Yes,No
4.27701855,-9.207675741,No,No
90.43868368,18.80091577,Yes,Yes
19.08609987,6.635209403,Yes,No
76.79687461,27.18209086,Yes,Yes
18.12441906,-13.06542404,No,No
10.69174163,-5.07885971,No,No
32.17082501,8.682348989,Yes,No
80.36627513,15.68794704,Yes,Yes
82.44825663,18.23950396,Yes,Yes
12.66075043,-4.028911281,No,No
79.28364714,22.5007618,Yes,Yes
64.2923203,-0.725830936,No,No
44.02023799,-1.28201868,No,No
77.94510918,15.9618823,Yes,Yes
82.18438932,19.05335945,Yes,Yes
35.37197739,-1.882956006,No,No
89.16961094,24.93851052,Yes,Yes
32.93479956,4.821324633,No,No
83.80792794,21.76331785,Yes,Yes
14.45072974,6.942030758,No,No
18.92339453,5.391385896,No,No
66.67504581,-2.834095702,Yes,No
8.429777038,1.873031964,Yes,No
89.67735244,15.75171218,Yes,Yes
23.81622752,-8.827114577,Yes,No
37.7508848,-5.182469043,Yes,No
81.23809331,16.76153196,Yes,Yes
30.05281251,-9.633813205,Yes,No
6.849430075,5.758374618,No,No
57.04317318,4.51217611,Yes,No
62.93852962,-2.973103199,Yes,No
87.82283426,15.59452138,Yes,Yes
13.9299804,14.98112384,Yes,No
25.74566168,2.41691526,No,No
33.34301258,-8.781234162,Yes,No
82.5773253,24.91225368,Yes,Yes
94.87228035,19.08713088,Yes,Yes
89.32481948,24.24761041,Yes,Yes
31.66441754,-17.6553117,Yes,No
2.945206068,-7.338109083,No,No
30.10963343,2.182414966,No,No
33.04986626,-7.514689074,No,No
24.05501867,-0.161786325,Yes,No
41.50283923,-10.61498696,No,No
27.50091598,-5.631702548,No,No
99.35225331,15.72507323,Yes,Yes
13.44399418,8.744079713,No,No
98.67437752,28.36484499,Yes,Yes
40.8600814,-15.85384032,No,No
70.10966381,1.407948648,No,No
68.62511533,-17.53387628,No,No
89.94971731,15.6471483,Yes,Yes
56.71441756,-6.098458979,Yes,No
20.36190019,-12.67280602,No,No
14.07918043,-14.88662021,No,No
29.99872637,-2.029792601,No,No
74.2129,-4.836217369,No,No
93.39440252,26.43946307,Yes,Yes
76.12147801,17.6942291,Yes,Yes
60.33105448,-12.59726378,Yes,No
90.15802448,29.68866358,Yes,Yes
99.10356195,20.587812,Yes,Yes
82.68616814,16.74973684,Yes,Yes
87.82042465,26.24629037,Yes,Yes
82.45584171,28.01487828,Yes,Yes
96.03832568,27.44419256,Yes,Yes
21.31382218,13.11264663,Yes,No
43.77851908,-15.0515756,No,No
79.86931089,16.01410944,Yes,Yes
62.13290032,-3.922889644,Yes,No
81.56012083,21.12391723,Yes,Yes
61.53656884,-0.043447447,No,No
59.44461099,5.199888092,Yes,No
46.95410317,-6.650691653,No,No
11.7357537,14.706852,Yes,No
77.03583789,18.15273098,Yes,Yes
72.11192434,-18.17023139,No,No
6.522526519,-19.97236711,No,No
18.25475124,-10.56294969,Yes,No
45.07091134,-9.449033476,No,No
87.81466855,26.04321459,Yes,Yes
66.99783703,-7.564862487,Yes,No
91.43891724,21.20758286,Yes,Yes
83.75687037,28.31040281,Yes,Yes
92.39821033,29.14659235,Yes,Yes
96.08831988,25.1445414,Yes,Yes
50.53791737,12.69115469,No,No
95.17079766,15.8800898,Yes,Yes
24.58786491,-18.62478192,Yes,No
83.01147156,23.47822256,Yes,Yes
63.00810588,8.179172306,Yes,No
11.53377791,-4.362974441,No,No
45.4228417,-12.79413041,No,No
90.65488102,15.21419409,Yes,Yes
94.99789705,29.45457707,Yes,Yes
10.17461004,-10.23948258,Yes,No
78.82062992,16.02786928,Yes,Yes
78.65137872,24.80943243,Yes,Yes
91.30137931,22.35722259,Yes,Yes
85.01399086,24.58074117,Yes,Yes
30.39940205,-7.903294088,Yes,No
95.61514648,29.50599795,Yes,Yes
95.33608367,15.2811359,Yes,Yes
53.85106336,5.449591891,Yes,No
52.96846219,12.31501074,No,No
77.57700735,21.08650413,Yes,Yes
89.33036093,22.95825437,Yes,Yes
72.47057233,12.56570102,Yes,No
0.681527621,-19.54464253,Yes,No
98.41300042,26.77802165,Yes,Yes
67.30479887,-17.84372051,No,No
52.97789976,-10.81543714,Yes,No
9.246283447,-18.00153225,No,No
67.34664121,2.164412107,Yes,No
39.61419463,-7.423135332,Yes,No
19.59997634,-8.797915254,No,No
52.66095721,0.872127412,Yes,No
82.47399068,19.67097133,Yes,Yes
19.35807324,-6.182863913,No,No
62.46972867,-17.08598197,No,No
91.63408932,27.70422945,Yes,Yes
8.726886387,-13.91079102,Yes,No
23.26764628,-18.45490533,Yes,No
8.654598163,3.633079315,Yes,No
43.32238158,8.110967907,No,No
72.83631805,-14.16244327,Yes,No
97.5061912,16.9086356,Yes,Yes
81.71638675,27.96685809,Yes,Yes
5.455121083,11.64397812,No,No
89.36230943,19.22453319,Yes,Yes
69.88053025,4.592035175,No,No
89.76250931,17.17475603,Yes,Yes
98.73480015,25.35723478,Yes,Yes
73.54261703,-14.90299737,No,No
86.84242429,21.2040987,Yes,Yes
24.49794371,8.55845263,Yes,No
9.423261931,-19.5226054,Yes,No
80.07418972,23.33533543,Yes,Yes
56.5401062,2.309086842,Yes,No
96.80973565,22.63720512,Yes,Yes
65.46445662,-9.441821543,Yes,No
85.14138056,22.62758093,Yes,Yes
99.27794555,29.51018657,Yes,Yes
28.30223826,1.460962626,No,No
73.15073501,4.864763525,Yes,No
88.07527021,16.4201464,Yes,Yes
53.90547134,-0.730027791,Yes,No
11.71549265,-1.869462788,Yes,No
58.87979408,-19.01330308,Yes,No
61.67859084,13.15035276,Yes,No
88.890557,28.65343961,Yes,Yes
29.39329222,-7.671915873,Yes,No
14.40175269,-15.30291508,Yes,No
58.76261269,14.88391473,No,No
92.62302285,21.39865669,Yes,Yes
37.91315703,1.570176192,No,No
72.49188295,-16.9348903,Yes,No
51.60341678,-3.666089546,Yes,No
76.9786034,20.70073545,Yes,Yes
35.77375445,-0.603656059,Yes,No
81.88837863,15.84836757,Yes,Yes
76.26389989,22.36565436,Yes,Yes
93.9050771,27.1154139,Yes,Yes
3.962001477,-9.16288665,No,No
86.0704015,24.67065034,Yes,Yes
15.46890854,10.05100374,Yes,No
30.24058171,9.270195959,Yes,No
5.946021347,-12.37767194,Yes,No
18.83769507,7.226829236,Yes,No
97.72841541,20.49730808,Yes,Yes
60.3880798,-4.699816323,No,No
18.64048657,-2.350778872,Yes,No
69.18257127,12.14825357,Yes,No
0.017027866,-3.130177879,Yes,No
79.0597279,25.41814312,Yes,Yes
83.8350714,16.12821313,Yes,Yes
54.65835408,3.426039573,Yes,No
40.37723266,12.08250859,No,No
28.11186933,3.416873036,Yes,No
99.38547538,26.98892098,Yes,Yes
91.64000381,21.02776572,Yes,Yes
98.9325687,25.73938558,Yes,Yes
92.82325916,20.30764494,Yes,Yes
87.55653644,18.6819438,Yes,Yes
85.26646331,23.85776348,Yes,Yes
93.17979915,25.93314575,Yes,Yes
95.1590843,23.89618059,Yes,Yes
24.85141641,-4.256860325,Yes,No
27.82302844,-6.76912677,Yes,No
69.19528178,-15.54071749,No,No
76.26010364,26.6729873,Yes,Yes
96.89808281,18.83830638,Yes,Yes
56.14565314,9.736006124,No,No
24.95471074,13.76416676,Yes,No
79.56790547,21.66257612,Yes,Yes
25.14592876,-5.778371916,Yes,No
41.54949416,-1.569177009,No,No
93.51054828,28.84908214,Yes,Yes
82.15750681,23.12114595,Yes,Yes
11.5869153,6.560384705,No,No
3.721078,-9.321510961,Yes,No
0.847690244,-4.05870498,Yes,No
4.001099774,-2.288435766,No,No
80.5765053,17.17403085,Yes,Yes
8.437734789,3.427192277,No,No
84.60317749,17.68551527,Yes,Yes
80.95411052,16.42021024,Yes,Yes
94.7170131,15.28041628,Yes,Yes
2.618366449,0.047037841,No,No
12.39633676,10.69921637,Yes,No
79.66093703,16.16850714,Yes,Yes
20.11307758,11.10097482,No,No
6.264368601,-16.91502148,No,No
64.48460061,-18.43941675,No,No
6.856649386,-12.98023691,No,No
88.06329023,24.06803569,Yes,Yes
96.26009078,28.6006972,Yes,Yes
16.40323502,-14.49786408,Yes,No
46.74077798,-4.076722811,No,No
28.33794103,-16.89293566,No,No
42.16416083,7.909719388,Yes,No
29.77441217,13.16477942,No,No
42.90922228,4.432469124,Yes,No
26.57034954,-8.016170685,Yes,No
23.67249115,12.91880554,Yes,No
89.57756714,17.19796394,Yes,Yes
16.93421641,8.371134689,Yes,No
97.53317819,26.08776315,Yes,Yes
97.78159537,21.64872416,Yes,Yes
1.510338671,-3.417934762,Yes,No
22.86773433,-8.018307114,No,No
61.02925078,-14.68069361,Yes,No
48.64792176,0.531060809,No,No
51.18993447,4.988528175,No,No
36.15990742,14.5076959,No,No
54.45636386,3.230702624,No,No
71.59997677,-13.11590046,Yes,No
55.64832971,-6.592941775,Yes,No
30.63416861,-8.989432831,No,No
13.71283349,13.68183201,Yes,No
13.86287985,-9.960367402,Yes,No
51.09615829,-0.375693152,Yes,No
70.34739236,-17.05254461,Yes,No
3.837412983,-12.25983365,No,No
62.73316444,8.092968545,Yes,No
27.03201204,-10.14829441,No,No
61.18090355,4.010847838,Yes,No
84.66337353,17.22885182,Yes,Yes
99.09214116,15.87415301,Yes,Yes
96.72000759,21.56038361,Yes,Yes
64.75736833,0.34987132,Yes,No
48.71670051,2.435212006,No,No
62.32118783,9.262761528,No,No
96.744598,29.89949973,Yes,Yes
52.28727691,9.980019604,No,No
4.216822114,-0.387796398,No,No
91.64707023,19.04919178,Yes,Yes
84.15699913,29.49410783,Yes,Yes
63.36480641,-7.475559448,Yes,No
80.98927012,27.43003194,Yes,Yes
44.76389077,-5.617010668,No,No
36.7233057,-15.41916015,Yes,No
83.23306898,16.1580142,Yes,Yes
40.16568548,-18.91300934,Yes,No
73.18341139,-16.99720003,Yes,No
4.60847176,6.055475874,No,No
92.39908904,26.38392209,Yes,Yes
93.4172682,29.75446994,Yes,Yes
80.13567691,27.98199778,Yes,Yes
55.8911057,3.346289999,Yes,No
94.50189289,28.3410203,Yes,Yes
70.94781674,-3.641443259,No,No
34.17371621,-10.01644802,Yes,No
99.6946271,16.34361487,Yes,Yes
89.92413686,25.87937249,Yes,Yes
97.04237528,23.42377171,Yes,Yes
4.266104833,11.74033021,Yes,No
61.97556082,10.16453382,No,No
94.95083543,23.44650593,Yes,Yes
78.64124619,16.60558258,Yes,Yes
3.627203329,-16.03647919,Yes,No
39.99926609,-11.34778742,No,No
18.11223639,2.038925834,Yes,No
84.0447338,20.88100272,Yes,Yes
93.67364836,24.41062408,Yes,Yes
99.26589574,25.60257805,Yes,Yes
76.75430046,29.4907502,Yes,Yes
52.56492729,-16.04996494,No,No
76.23450034,16.16025845,Yes,Yes
54.03425561,9.324448332,Yes,No
24.66169634,-10.72615285,No,No
2.734578812,-16.17254339,No,No
98.2660548,15.35252021,Yes,Yes
64.62486635,12.70437781,Yes,No
25.91846894,-11.53824224,No,No
65.69286937,0.739886397,Yes,No
30.20546136,-17.48326489,Yes,No
86.52677006,25.74346687,Yes,Yes
95.74274364,15.93702355,Yes,Yes
72.43742398,9.154794849,Yes,No
3.539752627,0.089131126,No,No
78.55835808,22.59595087,Yes,Yes
76.27248747,21.98820386,Yes,Yes
16.40787813,-13.7405626,No,No
59.89918353,-19.29573974,No,No
7.381814183,-3.122116938,Yes,No
92.72169197,27.05938532,Yes,Yes
74.90947019,6.188358216,No,No
20.77593932,-7.444012131,No,No
60.88550388,-1.323407404,No,No
81.3090266,27.60614354,Yes,Yes
79.08146295,29.29694375,Yes,Yes
48.08145777,9.351762867,No,No
90.53859566,28.39859702,Yes,Yes
34.96361933,-0.544521503,No,No
72.5029605,-14.83914468,Yes,No
4.384349043,-4.668822016,Yes,No
50.01355435,-12.59990597,Yes,No
9.803799269,-3.525291844,Yes,No
4.104953019,-15.71315041,No,No
37.54344881,14.45126926,No,No
61.24914324,-14.0990333,Yes,No
85.95097897,19.60476542,Yes,Yes
81.48742733,25.6826177,Yes,Yes
93.11787489,22.58823454,Yes,Yes
48.6512215,7.283608864,Yes,No
15.31815798,-1.308736038,No,No
99.36373526,16.18891527,Yes,Yes
97.21086124,16.9706982,Yes,Yes
48.65740396,-7.903053704,No,No
67.34393902,3.200092567,Yes,No
5.133783942,-16.985248,Yes,No
42.2546513,2.305575479,Yes,No
66.34401662,13.11654129,Yes,No
6.50299257,5.003564671,No,No
58.35189324,-6.863752898,Yes,No
96.88237297,21.54766413,Yes,Yes
71.75403254,-1.788673083,No,No
74.30093678,-3.391325308,Yes,No
76.31204616,29.71301622,Yes,Yes
91.81325129,29.27620599,Yes,Yes
50.52340631,3.476775891,Yes,No
76.58358319,20.14018584,Yes,Yes
87.50036506,26.25092681,Yes,Yes
56.79622337,-11.33879566,No,No
81.28439685,29.37106803,Yes,Yes
35.38048781,-12.79394412,No,No
30.40671189,-11.92428934,No,No
88.85859242,22.37479294,Yes,Yes
47.23654908,13.83067696,Yes,No
